0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label,file_name,label_encoded
-405.31747,95.13674,36.396145,51.959465,25.877993,-12.756415,-5.694113,-13.97352,-19.88063,4.3580585,-0.5918824,-11.9739,6.8506756,-2.0769289,-23.562397,-6.7278643,-2.0554185,-15.897175,-3.997879,-3.3978868,-17.381361,-2.94577,3.4983468,-9.978596,-6.327157,-11.221035,-25.166264,-11.79399,-4.3487487,-9.957281,11.47501,31.286692,29.541834,34.51637,27.253494,2.9925332,-1.7918816,-4.053351,-13.772828,-3.0652525,organ,organ_electronic_057-056-127.wav,6
-422.17102,64.68865,-79.38497,-30.22382,15.830658,-9.1639385,-14.57622,7.7568316,34.083927,28.333603,-17.07982,-40.93398,-18.062136,7.7457294,6.3980346,-5.109188,3.5011628,21.649998,0.704198,-40.693665,-22.291769,26.099638,18.878382,-2.1769025,4.6939373,-3.3764853,-8.617471,-1.2587599,-16.41054,-7.487899,23.242304,8.163939,-9.790478,-1.3052962,-1.4866811,-1.8651698,-7.705825,-10.520078,10.585212,9.01937,organ,organ_electronic_113-081-127.wav,6
-393.3844,87.40524,35.58614,25.661533,15.142296,-7.7764196,-12.265086,-7.048084,-4.9527473,-0.09795727,-1.32241,-10.267208,-13.875309,-13.732745,-11.976554,-5.5655365,-4.172072,-8.45767,-6.376802,-5.696332,-16.034737,-22.023314,-12.435578,5.6059394,24.897247,36.60389,33.80797,25.133083,15.855375,-1.8087504,-18.910023,-15.655171,-1.7822145,0.07724394,-6.136904,-7.835376,-5.9498997,-3.4185402,-4.583129,-11.58275,organ,organ_electronic_001-060-127.wav,6
-155.58125,52.528316,-92.17875,62.726036,-36.35797,61.950676,-19.497934,7.3821135,-26.419458,3.27679,33.9295,-21.828838,-8.87208,-7.0714417,18.180597,-14.646278,13.369508,-1.734646,-15.886428,28.083353,5.717729,-13.288953,4.20425,-0.030871088,7.0167675,16.146032,-3.9143639,12.356036,-4.9718122,16.648504,9.226441,-18.339066,5.0071936,-3.0880592,3.1172748,-0.9084065,2.1659758,-9.05423,4.89213,9.224987,bass,bass_synthetic_009-090-075.wav,0
-457.49765,22.661629,7.693588,2.1168928,-6.135032,-13.192315,-17.74173,-18.372458,-17.219063,-12.412454,-5.0197587,3.612479,13.804075,20.777857,23.08285,18.21733,8.063192,-2.5858886,-9.364645,-11.149294,-12.536548,-15.779933,-17.086231,-11.059949,-0.892719,7.303627,11.978129,16.340414,19.456503,13.847724,2.394292,-4.3958755,-5.695681,-8.436736,-11.73857,-11.477274,-10.530923,-9.275897,-1.7581187,9.122463,bass,bass_synthetic_135-071-100.wav,0
-431.65768,59.47373,19.835672,18.613459,12.271754,6.9742465,6.885145,3.1481082,-2.1367903,-1.6259441,0.5749584,-5.2218175,-9.43487,-11.6585865,-15.144489,-14.921245,-12.948983,-10.393908,-7.085203,-4.6876397,-6.42705,-7.990729,-3.5832438,-2.9770877,-8.983965,-8.671618,2.8437996,18.359722,30.75526,37.332756,33.19534,18.294703,0.67610425,-10.176456,-3.2934825,9.68267,5.1704364,-6.497748,-7.3669605,-3.435971,keyboard,keyboard_acoustic_004-058-127.wav,4
-560.5516,0.56184036,-6.167925,2.7842393,-1.6730071,1.4822536,-0.7594606,-0.84917647,-1.8924795,0.18331546,3.1393645,-1.5235587,-1.6070324,0.015635606,0.89495075,-0.41460666,0.26404142,-0.20281391,-0.9926832,1.8940563,-0.26145017,-1.1735457,0.037112717,0.0077687427,1.0648572,-0.066888645,-0.668795,-0.15867737,-0.23280366,0.95998544,0.104375534,-1.0591276,-0.08160501,0.2934511,0.37563452,-0.06191272,-0.22580788,-0.23413813,0.26167098,0.5714777,guitar,guitar_acoustic_015-090-075.wav,3
-425.56296,94.16404,66.99819,39.29684,20.189732,9.101865,2.089348,-2.631192,-5.0754495,-5.459436,-4.312449,-2.3243835,-0.77870065,-0.8278073,-1.9618618,-2.4945207,-1.9454724,-1.6336156,-2.4156175,-3.2343948,-2.8180716,-1.674718,-1.2356502,-1.7782387,-2.3731792,-2.432653,-2.2371778,-2.157172,-2.2305305,-2.4207087,-2.6864133,-2.897702,-3.048695,-3.3199744,-3.6785424,-3.7771208,-3.4915884,-3.1557987,-3.0285735,-2.9389598,bass,bass_synthetic_033-043-100.wav,0
-409.97705,74.726425,-20.274351,29.60728,16.589754,4.968194,4.466882,1.2072464,-3.382753,-7.365371,-4.545057,-8.336283,-7.8003693,-12.308652,-11.514747,-3.9175305,-0.99745053,-5.3240404,-11.570924,-6.89663,-2.9028647,-4.19285,-8.635361,-10.409556,-7.633349,-5.188857,-7.109169,-12.177943,-9.672126,-9.067409,-13.242848,-10.416364,-4.495336,-5.912635,-9.212059,-9.645873,-17.549723,-19.396612,-2.1342716,16.690884,keyboard,keyboard_electronic_069-052-127.wav,4
-402.03284,191.27477,20.081308,-14.701634,-15.8194895,-6.4904256,-17.26327,-17.115036,-8.893814,-4.198281,-5.178709,-10.164768,-7.7478538,-7.050348,-4.50923,-5.5590215,-0.093461625,3.4835365,-0.55210495,-3.6165404,-7.1298914,-7.8394065,-7.8501215,-1.4644064,1.4226116,-1.9893836,-5.2062798,-7.0913086,-3.388626,0.30310094,0.480087,-1.5099431,-1.5300801,-2.6663747,-4.0954843,-0.90193695,1.0000466,-0.5548605,-0.936358,0.592103,guitar,guitar_acoustic_015-038-075.wav,3
-485.00656,15.446797,-2.398807,-2.6449506,4.5770974,12.059235,19.96418,18.835838,4.725028,-8.22932,-3.1032207,15.403002,22.96207,12.055008,1.3547652,-0.96770066,-1.7773306,5.3328404,20.71501,19.988165,0.6673755,-8.205819,0.4932537,10.425507,14.701646,13.329536,6.5834317,-2.4665766,-5.887818,5.250626,19.472229,14.846056,0.13273787,-2.5962625,1.6263527,3.4946473,9.876323,15.763717,7.264647,-5.395498,bass,bass_synthetic_033-085-050.wav,0
-573.2975,105.72395,79.67012,57.745056,41.942547,30.246042,21.77091,14.611286,8.859289,5.2179217,3.03636,1.8019153,1.2398627,1.2447342,1.6987908,2.1766212,2.518792,2.6804285,2.6201293,2.5115821,2.359728,1.902585,0.78707445,-1.1215655,-3.4222932,-5.433639,-6.4967613,-6.201498,-4.646898,-2.4761534,-0.7112258,-0.04509938,-0.15388693,-0.1295493,0.48461494,1.2440815,1.484677,1.2748537,1.2574543,1.6992742,guitar,guitar_electronic_028-023-075.wav,3
-601.2437,11.254218,-14.916542,-14.714499,-0.2940554,6.3509593,5.0057254,6.259502,3.7857187,-6.268721,-10.269734,-1.6813887,6.9070954,4.8670626,0.8261015,1.9996867,-0.08487325,-7.922553,-7.943595,4.6184864,12.888123,4.1463575,-7.877347,-6.7920513,0.33139518,1.3482265,0.39805922,4.9437666,5.7088523,-4.062463,-9.988237,-1.8052753,8.400172,5.2630234,-3.3129988,-3.3541577,0.10351535,0.37312236,-0.34675297,1.3639145,mallet,mallet_acoustic_062-083-050.wav,5
-486.335,32.761234,18.343073,20.216192,15.769328,16.250677,13.886831,13.1528635,12.191313,10.967214,10.659415,9.097777,8.737493,7.3406806,6.7110305,5.641521,5.3149667,5.1764507,4.705417,4.350235,3.618968,3.7590525,3.8783553,4.394997,4.259833,4.14154,4.3019023,4.6226144,4.9987245,4.8533816,5.0931315,5.640232,6.743129,7.619901,8.369269,8.333348,7.2997065,6.2281637,5.23784,4.6301966,bass,bass_synthetic_098-055-127.wav,0
-481.50235,61.905533,56.392376,51.509033,44.91596,37.446686,31.474226,25.970602,20.71654,16.657806,13.015605,9.606303,7.2619557,5.695981,4.4292994,3.4918318,2.688514,1.9680603,1.5969908,1.4994658,1.1807818,0.47707397,-0.16802599,-0.678141,-1.3990204,-1.966501,-2.0592964,-2.235023,-2.5495048,-2.6287217,-2.816525,-3.2257273,-3.6139374,-4.2970743,-5.2327557,-5.9757314,-6.679991,-7.307984,-7.4750333,-7.3185363,bass,bass_electronic_027-025-025.wav,0
-380.85513,-7.536637,-55.564816,28.05257,-28.936377,-2.6851816,13.671686,24.223814,0.14885524,9.748379,-13.219479,-9.083307,24.142843,-15.8478775,-2.4353998,1.7018431,-0.7591135,5.9921775,11.9295435,-10.9060955,-7.86791,15.540437,-24.475502,-8.7999115,15.904977,-3.0912473,-5.851105,8.104075,-9.654267,-9.167577,4.786395,-20.661781,3.4534912,15.9963875,-10.739487,-2.942152,13.668466,-14.505724,-11.422219,12.938839,flute,flute_acoustic_002-105-100.wav,2
-375.55734,114.408485,-10.677634,-14.670752,-16.688124,-14.313609,-11.731682,-9.944269,-3.4933434,2.2065792,-4.728724,-10.244866,0.17815933,2.8904192,7.685994,26.164875,46.990555,40.770958,14.508687,-1.2737397,-12.313888,-11.636783,4.102911,12.949857,-2.8487058,-16.347164,-3.5569525,4.364661,-6.7429056,-23.067001,-15.673529,18.186893,31.545874,18.89043,7.3383274,4.722003,-7.4467335,-24.438223,-6.2292967,14.315661,reed,reed_acoustic_037-068-050.wav,7
-353.9631,94.684044,-9.113793,32.214275,12.811282,-8.749888,-31.976685,-28.470575,-5.069596,-4.3765726,10.032012,-11.211586,-16.941536,-6.9491367,-29.714426,-20.27555,-19.406767,-11.455416,8.8036175,4.420975,31.977234,35.65581,16.447126,4.8722324,-25.786886,-18.139696,-4.304661,1.387125,2.0933611,-26.96489,-13.630083,4.9022274,2.7372966,0.43219534,-29.208878,-13.76096,10.006325,-9.023587,-6.77091,0.01415138,organ,organ_electronic_113-064-025.wav,6
-446.0002,50.55279,-96.70501,-22.00179,29.814837,-8.279104,-2.9130986,35.1757,24.532772,-29.769014,-45.391205,-1.1569214,28.41649,11.160373,-9.822485,-3.8507924,1.9413754,-19.500975,-11.567854,31.680845,16.387571,-22.625542,-12.916186,-3.9130754,-3.2016497,6.9493027,7.7517195,9.646208,-3.0179136,-26.051653,-8.224863,13.733757,0.057612203,-6.149129,0.40438762,1.4670066,-2.6944835,-5.9458585,10.017094,13.397887,organ,organ_electronic_113-084-050.wav,6
-446.07697,28.00997,24.188972,24.610617,23.256983,22.626667,20.806454,19.615883,18.598715,17.69859,16.363203,14.500076,13.430915,12.229841,11.563277,10.813386,10.343277,9.905455,9.507769,9.422636,9.083438,9.180129,9.055464,8.708246,8.851423,9.004638,8.512265,8.123261,7.913224,7.663996,7.1488423,6.2411532,5.9510484,5.4338775,4.7026534,4.1005583,3.4032505,2.8628523,2.3621213,1.9300382,bass,bass_synthetic_135-027-075.wav,0
-217.7234,183.35876,-10.096771,16.965302,-34.8294,28.019197,-22.479076,6.4973526,-12.016915,-13.976145,-7.8206215,-16.808035,14.635669,-3.0455241,14.1129055,-4.1272564,7.5150113,-2.399609,-13.060142,1.2007719,-5.59509,3.7857673,-14.185373,1.4284841,1.0541518,3.1758835,6.0006,-7.423512,-0.8843992,-3.9018466,1.2820789,-3.7833326,-0.8941654,1.6884605,1.1262094,-0.87273324,-1.0863516,2.022636,-4.837324,0.5110277,reed,reed_acoustic_037-032-127.wav,7
-644.1964,0.038488753,-2.5665739,3.545396,-0.4511735,-2.001382,1.3224832,2.4122148,-3.1496992,0.5644903,3.2183757,-3.097012,-0.17409424,2.8501809,-1.0791956,-1.7857772,2.5430276,0.6654772,-3.4255612,2.355216,1.6098845,-3.2799346,1.4272747,2.0475693,-2.1987572,-0.677329,2.7561283,-0.98906714,-2.2314794,3.3295941,-0.31452167,-2.7134533,2.4009452,0.64135593,-2.3456812,0.74270743,2.2891428,-2.172687,-0.7319299,3.0675893,guitar,guitar_acoustic_030-102-127.wav,3
-397.6607,113.716,43.67939,16.885832,10.835446,8.694816,2.4692047,-4.7333713,-7.4175496,-6.1855764,-3.4346907,-3.1024036,-3.9154088,-2.6612723,1.2740277,2.2903943,-2.1512873,-8.259852,-12.694442,-13.16638,-7.8514113,-0.78247035,-1.3705239,-8.002302,-11.516201,-9.34199,-5.324206,-5.059127,-8.761324,-9.44651,-4.3339105,-1.0920012,-3.9553657,-7.6935477,-8.79375,-8.657319,-7.8996058,-6.659369,-5.51571,-5.0581026,guitar,guitar_acoustic_021-045-025.wav,3
-413.1681,104.16322,-28.558422,-17.943083,17.39722,6.386948,-5.299264,-10.764722,-11.503885,-4.2189827,-7.5259137,-19.932169,-19.135294,-7.5207224,4.5713263,22.172554,36.461136,25.906181,-10.33688,-37.81868,-20.094414,14.921287,13.331222,-13.773184,-25.142149,-12.407971,2.7060568,-2.958579,-12.790748,4.194167,31.149626,33.568817,12.683259,-5.370879,-6.9935923,-7.219138,-13.228101,-7.2529035,3.486328,-7.109986,organ,organ_electronic_001-081-075.wav,6
-577.4468,16.7735,11.504594,9.055012,6.290207,3.9773993,3.4750977,2.6277392,0.92859864,0.979105,0.67278266,-0.834186,-0.67078096,-0.6814076,-1.2503054,-0.91324973,-0.45484188,-0.7520713,-0.99966466,-0.41247815,-0.7744183,-0.9376074,-0.1803998,-0.37215957,-0.4989826,-0.20116544,-0.034557562,-0.31945223,-0.3559479,-0.07325504,-0.6092636,-0.45833847,-0.16234688,-0.5554304,-0.41722548,-0.18232915,-0.27268338,-0.6346457,-0.3468657,-0.20889908,bass,bass_synthetic_134-102-100.wav,0
-492.48636,34.828407,26.536114,22.32671,15.521058,10.690397,6.662599,2.4935167,-0.28614032,-2.7177215,-3.7417316,-5.0722957,-7.2011437,-8.717661,-9.737221,-10.32239,-11.115491,-11.256811,-9.990209,-8.117323,-6.027911,-3.9885297,-2.3069346,-0.92862797,0.66209084,1.8068439,1.857735,1.4180529,0.37773272,-0.84548587,-1.9916819,-3.7598133,-5.743156,-7.6101246,-8.978753,-9.59341,-9.940354,-9.401968,-8.367496,-8.0220785,bass,bass_electronic_025-048-075.wav,0
-404.04208,103.74527,75.23073,54.508236,45.158367,33.395817,12.95691,-4.2012267,-5.332272,4.279884,8.057646,0.06291732,-8.903373,-8.110312,-1.4767469,-0.27743983,-6.6625443,-11.821686,-9.35181,-3.472401,-1.7913079,-4.8371644,-6.833618,-4.5834813,-1.1824522,-0.78476685,-3.1067195,-4.767869,-4.235825,-3.2559655,-3.686433,-4.8634615,-4.911862,-3.4561775,-1.8039474,-0.99723905,-0.8880428,-0.92947036,-0.8578898,-0.5782192,keyboard,keyboard_electronic_098-037-050.wav,4
-519.8283,19.009516,-2.2641006,-1.4192388,-7.361494,-8.4929495,-9.859381,-11.95761,-10.511864,-7.128442,-0.61813056,6.107944,14.831514,22.04333,19.1434,5.3648787,-7.1347404,-9.527251,-5.291127,-2.5271544,-7.4545236,-12.918714,-8.820139,2.6468883,10.555893,10.661393,10.974323,13.434277,7.4254446,-5.9259014,-8.9578,-1.9074781,-1.0750412,-5.624797,-6.7538795,-5.5862985,-1.8884115,7.4607377,14.179987,8.430877,keyboard,keyboard_electronic_002-072-075.wav,4
-275.7324,192.6758,-3.6131365,-2.142141,-12.451059,11.547157,-24.706207,-24.396143,-27.071066,-18.615198,2.6119394,-7.265553,8.775438,-3.2490888,-5.716959,-1.0555221,0.78750825,3.3786592,-1.8627359,4.6080065,0.44078615,-0.060483724,2.578138,0.50925237,-0.99745643,3.4400585,1.352048,3.157507,7.470686,-0.48391542,1.906308,-1.6476139,-4.811467,-9.533903,-6.871098,5.349286,2.2743623,2.561812,0.8051962,-0.3737102,reed,reed_acoustic_037-038-100.wav,7
-511.22498,56.006695,45.30558,35.63517,28.02306,20.877094,14.919937,11.143815,8.461634,5.723034,3.0417879,0.69488597,-1.2445691,-2.627146,-3.6240056,-4.720579,-6.089657,-7.5001397,-8.596854,-9.023815,-8.643281,-7.6856146,-6.55366,-5.6356926,-5.169573,-4.988708,-4.6414504,-4.0207596,-3.5832808,-3.734955,-4.270806,-4.6474814,-4.6535177,-4.549286,-4.559112,-4.562982,-4.475287,-4.5287557,-4.763557,-4.664307,bass,bass_synthetic_068-042-075.wav,0
-407.90878,0.07271339,-54.946712,22.395544,-7.2659593,11.044094,-3.3877926,28.290796,25.955656,-18.199862,-28.714262,5.3905706,27.438019,-18.231977,-7.954018,3.6556637,12.926789,-9.23008,-27.634329,22.865725,2.2634022,-18.728306,1.2563851,10.640141,3.7520993,-10.794702,-10.302278,-1.4997598,9.267916,-17.598629,-8.423411,17.231855,-13.229351,-13.166329,-3.5012913,0.099501945,0.1557099,-15.498108,3.0836358,11.14091,flute,flute_acoustic_002-096-050.wav,2
-539.1811,60.878246,50.4136,40.256775,31.756264,23.772354,16.965693,12.414963,9.413656,6.8690615,4.5981545,2.5833046,0.69628096,-0.87591916,-1.9307419,-2.6148584,-3.179485,-3.8166683,-4.6542587,-5.619469,-6.51456,-7.1936383,-7.428249,-6.938615,-5.8512907,-4.767313,-4.181486,-4.0646667,-4.0021462,-3.6094441,-2.938978,-2.462101,-2.4824104,-2.7651675,-2.963561,-3.103965,-3.3655596,-3.6450055,-3.6749458,-3.5102468,bass,bass_synthetic_068-040-050.wav,0
-689.85254,1.0629468,-5.882737,4.757093,-2.9784033,0.85059196,-0.73893005,1.4764091,-0.89770466,2.238977,1.5468314,-2.4595118,1.8078297,-0.71821964,1.5499977,1.6011175,0.065793365,-0.4522308,1.1749206,1.777378,-1.0404923,1.596566,0.8116359,0.011528787,0.8595232,0.7251206,0.5149554,0.8190378,0.8776541,-0.20609477,1.0875072,0.6503819,0.096819684,0.89165324,0.64635265,0.4523449,0.7376369,0.77839655,0.59768945,0.3125727,guitar,guitar_acoustic_015-104-100.wav,3
-486.0513,1.1190013,-19.4578,-5.20175,12.109252,14.050937,-9.2886715,-16.805763,3.1122282,19.841238,2.0146093,-20.371023,-4.8824005,16.267042,8.802052,-9.638728,-13.030441,1.9216489,19.681698,0.55131257,-20.64405,-1.225676,14.059091,8.292262,-10.6202135,-12.241108,6.6533146,13.07406,1.4252341,-17.467058,-3.586145,17.35055,3.7386224,-10.720336,-7.571989,4.818375,11.910845,-0.35533482,-14.997395,-1.1480145,bass,bass_synthetic_135-092-050.wav,0
